"ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","strand"
"ENSG00000039523","RIPOR1","16",67518418,67546788,1
"ENSG00000039560","RAI14","5",34656328,34832612,1
"ENSG00000039650","PNKP","19",49859882,49878351,-1
"ENSG00000040199","PHLPP2","16",71637835,71724701,-1
"ENSG00000040275","SPDL1","5",169583636,169604778,1
"ENSG00000040341","STAU2","8",73420369,73747708,-1
"ENSG00000040487","SLC66A1","1",19312326,19329300,1
"ENSG00000040531","CTNS","17",3636459,3663103,1
"ENSG00000040608","RTN4R","22",20241415,20283246,-1
"ENSG00000040633","PHF23","17",7235029,7239722,-1
"ENSG00000040731","CDH10","5",24487100,24644978,-1
"ENSG00000040933","INPP4A","2",98444854,98594392,1
"ENSG00000041353","RAB27B","18",54717860,54895516,1
"ENSG00000041357","PSMA4","15",78540405,78552417,1
"ENSG00000041515","MYO16","13",108596152,109208005,1
"ENSG00000041802","LSG1","3",194640791,194672463,-1
"ENSG00000041880","PARP3","3",51942345,51948867,1
"ENSG00000041982","TNC","9",115019575,115118207,-1
"ENSG00000041988","THAP3","1",6624868,6635586,1
"ENSG00000042062","RIPOR3","20",50586108,50691542,-1
"ENSG00000042088","TDP1","14",89954939,90044764,1
"ENSG00000042286","AIFM2","10",70098223,70132934,-1
"ENSG00000042317","SPATA7","14",88384924,88470350,1
"ENSG00000042429","MED17","11",93784227,93814963,1
"ENSG00000042445","RETSAT","2",85341955,85354531,-1
"ENSG00000042493","CAPG","2",85394753,85418432,-1
"ENSG00000042753","AP2S1","19",46838136,46850846,-1
"ENSG00000042781","USH2A","1",215622891,216423448,-1
"ENSG00000042980","ADAM28","8",24294069,24359014,1
"ENSG00000043093","DCUN1D1","3",182938074,182985953,-1
"ENSG00000043143","JADE2","5",134524312,134583230,1
"ENSG00000043355","ZIC2","13",99981784,99986765,1
"ENSG00000043462","LCP2","5",170246233,170297815,-1
"ENSG00000043514","TRIT1","1",39838110,39883511,-1
"ENSG00000044090","CUL7","6",43037617,43053943,-1
"ENSG00000044115","CTNNA1","5",138610967,138935034,1
"ENSG00000044446","PHKA2","X",18892298,18984114,-1
"ENSG00000044459","CNTLN","9",17134982,17503923,1
"ENSG00000044524","EPHA3","3",89107621,89482134,1
"ENSG00000044574","HSPA5","9",125234853,125241382,-1
"ENSG00000046604","DSG2","18",31498177,31549008,1
"ENSG00000046647","GEMIN8","X",14006726,14029893,-1
"ENSG00000046651","OFD1","X",13734743,13777955,1
"ENSG00000046653","GPM6B","X",13770939,13938638,-1
"ENSG00000046889","PREX2","8",67952046,68237032,1
"ENSG00000047056","WDR37","10",1049538,1160991,1
"ENSG00000047188","YTHDC2","5",113513694,113595285,1
"ENSG00000047230","CTPS2","X",16587999,16712936,-1
"ENSG00000047249","ATP6V1H","8",53715543,53843558,-1
"ENSG00000047315","POLR2B","4",56977722,57031158,1
"ENSG00000047346","ATOSA","15",52581317,52709817,-1
"ENSG00000047365","ARAP2","4",35948221,36244514,-1
"ENSG00000047410","TPR","1",186311652,186375693,-1
"ENSG00000047457","CP","3",149162410,149221829,-1
"ENSG00000047578","KATNIP","16",27550133,27780344,1
"ENSG00000047579","DTNBP1","6",15522807,15663058,-1
"ENSG00000047597","XK","X",37685791,37732130,1
"ENSG00000047617","ANO2","12",5531869,5946232,-1
"ENSG00000047621","C12orf4","12",4487735,4538508,-1
"ENSG00000047634","SCML1","X",17737449,17754988,1
"ENSG00000047644","WWC3","X",10015254,10144474,1
"ENSG00000047648","ARHGAP6","X",11117651,11665920,-1
"ENSG00000047662","FAM184B","4",17629306,17781621,-1
"ENSG00000047849","MAP4","3",47850690,48089272,-1
"ENSG00000047932","GOPC","6",117560269,117602542,-1
"ENSG00000048028","USP28","11",113797874,113875572,-1
"ENSG00000048052","HDAC9","7",18086949,19002416,1
"ENSG00000048140","TSPAN17","5",176647387,176659054,1
"ENSG00000048162","NOP16","5",176383946,176388927,-1
"ENSG00000048342","CC2D2A","4",15469865,15601552,1
"ENSG00000048392","RRM2B","8",102204502,102238961,-1
"ENSG00000048405","ZNF800","7",127346790,127431924,-1
"ENSG00000048471","SNX29","16",11976734,12574287,1
"ENSG00000048540","LMO3","12",16548372,16610594,-1
"ENSG00000048544","MRPS10","6",42206807,42217861,-1
"ENSG00000048545","GUCA1A","6",42173364,42181338,1
"ENSG00000048649","RSF1","11",77660009,77820869,-1
"ENSG00000048707","VPS13D","1",12230030,12512047,1
"ENSG00000048740","CELF2","10",10798397,11336675,1
"ENSG00000048828","FAM120A","9",93451685,93566112,1
"ENSG00000048991","R3HDM1","2",135531455,135725270,1
"ENSG00000049089","COL9A2","1",40300489,40317813,-1
"ENSG00000049130","KITLG","12",88492793,88580851,-1
"ENSG00000049167","ERCC8","5",60866454,60945073,-1
"ENSG00000049192","ADAMTS6","5",65148738,65481920,-1
"ENSG00000049239","H6PD","1",9234774,9271337,1
"ENSG00000049245","VAMP3","1",7771296,7781432,1
"ENSG00000049246","PER3","1",7784291,7845177,1
"ENSG00000049249","TNFRSF9","1",7915871,7943165,-1
"ENSG00000049323","LTBP1","2",32946953,33399509,1
"ENSG00000049449","RCN1","11",32091074,32105722,1
"ENSG00000049540","ELN","7",74027789,74069907,1
"ENSG00000049541","RFC2","7",74231499,74254458,-1
"ENSG00000049618","ARID1B","6",156776020,157210779,1
"ENSG00000049656","CLPTM1L","5",1317752,1345099,-1
"ENSG00000049759","NEDD4L","18",58044226,58401540,1
"ENSG00000049769","PPP1R3F","X",49269793,49301461,1
"ENSG00000049860","HEXB","5",74640023,74722647,1
"ENSG00000049883","PTCD2","5",72320367,72368395,1
"ENSG00000050030","NEXMIF","X",74732856,74925472,-1
"ENSG00000050130","JKAMP","14",59484443,59505410,1
"ENSG00000050165","DKK3","11",11956207,12009769,-1
"ENSG00000050327","ARHGEF5","7",144355288,144380632,1
"ENSG00000050344","NFE2L3","7",26152198,26187137,1
"ENSG00000050393","MCUR1","6",13786557,13814568,-1
"ENSG00000050405","LIMA1","12",50175788,50283520,-1
"ENSG00000050426","LETMD1","12",51047962,51060424,1
"ENSG00000050438","SLC4A8","12",51391317,51515763,1
"ENSG00000050555","LAMC3","9",131009174,131094473,1
"ENSG00000050628","PTGER3","1",70852353,71047816,-1
"ENSG00000050748","MAPK9","5",180233143,180292099,-1
"ENSG00000050767","COL23A1","5",178237476,178590393,-1
"ENSG00000050820","BCAR1","16",75228181,75268053,-1
"ENSG00000051009","FHIP1B","11",6211345,6234711,-1
"ENSG00000051108","HERPUD1","16",56932142,56944864,1
"ENSG00000051128","HOMER3","19",18929201,18941261,-1
"ENSG00000051180","RAD51","15",40694774,40732340,1
"ENSG00000051341","POLQ","3",121431431,121545988,-1
"ENSG00000051382","PIK3CB","3",138652698,138834928,-1
"ENSG00000051523","CYBA","16",88643275,88651083,-1
"ENSG00000051596","THOC3","5",175917873,176034680,-1
"ENSG00000051620","HEBP2","6",138403531,138422197,1
"ENSG00000051825","MPHOSPH9","12",123152320,123244014,-1
"ENSG00000052126","PLEKHA5","12",19129669,19376400,1
"ENSG00000052344","PRSS8","16",31131433,31135727,-1
"ENSG00000052723","SIKE1","1",114769479,114780685,-1
"ENSG00000052749","RRP12","10",97356358,97426076,-1
"ENSG00000052795","FNIP2","4",158769026,158908050,1
"ENSG00000052802","MSMO1","4",165327667,165343164,1
"ENSG00000052841","TTC17","11",43358920,43494933,1
"ENSG00000052850","ALX4","11",44260440,44310139,-1
"ENSG00000053108","FSTL4","5",133196455,133612541,-1
"ENSG00000053254","FOXN3","14",89124871,89619149,-1
"ENSG00000053328","METTL24","6",110243940,110358349,-1
"ENSG00000053371","AKR7A2","1",19303965,19312144,-1
"ENSG00000053372","MRTO4","1",19251805,19260128,1
"ENSG00000053438","NNAT","20",37521206,37523690,1
"ENSG00000053501","USE1","19",17215346,17219829,1
"ENSG00000053524","MCF2L2","3",183178041,183428778,-1
"ENSG00000053747","LAMA3","18",23689453,23956222,1
"ENSG00000053770","AP5M1","14",57268924,57298742,1
"ENSG00000053900","ANAPC4","4",25377263,25418498,1
"ENSG00000053918","KCNQ1","11",2444684,2849105,1
"ENSG00000054116","TRAPPC3","1",36136570,36156053,-1
"ENSG00000054118","THRAP3","1",36224432,36305357,1
"ENSG00000054148","PHPT1","9",136848724,136851027,1
"ENSG00000054267","ARID4B","1",235131634,235328219,-1
"ENSG00000054277","OPN3","1",241590102,241677376,-1
"ENSG00000054282","SDCCAG8","1",243256034,243500091,1
"ENSG00000054356","PTPRN","2",219289623,219309648,-1
"ENSG00000054392","HHAT","1",210328252,210676296,1
"ENSG00000054523","KIF1B","1",10210570,10381603,1
"ENSG00000054598","FOXC1","6",1609915,1613897,1
"ENSG00000054611","TBC1D22A","22",46762617,47175699,1
"ENSG00000054654","SYNE2","14",63761899,64226433,1
"ENSG00000054690","PLEKHH1","14",67533290,67589612,1
"ENSG00000054793","ATP9A","20",51596514,51768390,-1
"ENSG00000054965","FAM168A","11",73400487,73598189,-1
"ENSG00000054967","RELT","11",73376399,73397474,1
"ENSG00000054983","GALC","14",87837820,87993665,-1
"ENSG00000055044","NOP58","2",202265736,202303661,1
"ENSG00000055070","SZRD1","1",16352575,16398145,1
"ENSG00000055118","KCNH2","7",150944961,150978321,-1
"ENSG00000055130","CUL1","7",148697914,148801110,1
"ENSG00000055147","FAM114A2","5",153990148,154038936,-1
"ENSG00000055163","CYFIP2","5",157266079,157395595,1
"ENSG00000055208","TAB2","6",149218641,149411613,1
"ENSG00000055211","GINM1","6",149566294,149591748,1
"ENSG00000055332","EIF2AK2","2",37099210,37157522,-1
"ENSG00000055483","USP36","17",78787381,78841441,-1
"ENSG00000055609","KMT2C","7",152134922,152436644,-1
"ENSG00000055732","MCOLN3","1",85018082,85048500,-1
"ENSG00000055813","CCDC85A","2",56183990,56386172,1
"ENSG00000055917","PUM2","2",20248691,20352234,-1
"ENSG00000055950","MRPL43","10",100969458,100987515,-1
"ENSG00000055955","ITIH4","3",52812962,52830688,-1
"ENSG00000056050","HPF1","4",169729470,169757944,-1
"ENSG00000056097","ZFR","5",32354350,32444740,-1
"ENSG00000056277","ZNF280C","X",130202707,130268899,-1
"ENSG00000056291","NPFFR2","4",72031902,72148305,1
"ENSG00000056487","PHF21B","22",44881162,45010005,-1
"ENSG00000056558","TRAF1","9",120902393,120929173,-1
"ENSG00000056586","RC3H2","9",122844556,122905359,-1
"ENSG00000056736","IL17RB","3",53846568,53865794,1
"ENSG00000056972","TRAF3IP2","6",111555381,111606906,-1
"ENSG00000056998","GYG2","X",2828822,2882820,1
"ENSG00000057019","DCBLD2","3",98795941,98901695,-1
"ENSG00000057252","SOAT1","1",179293714,179358680,1
"ENSG00000057294","PKP2","12",32790745,32896777,-1
"ENSG00000057593","F7","13",113105788,113120685,1
"ENSG00000057608","GDI2","10",5765223,5842132,-1
"ENSG00000057657","PRDM1","6",105993463,106109939,1
"ENSG00000057663","ATG5","6",106045423,106325791,-1
"ENSG00000057704","TMCC3","12",94567122,94650557,-1
"ENSG00000057757","PITHD1","1",23778418,23788232,1
"ENSG00000057935","MTA3","2",42494569,42756947,1
"ENSG00000058056","USP13","3",179653032,179804366,1
"ENSG00000058063","ATP11B","3",182793503,182921629,1
"ENSG00000058085","LAMC2","1",183186238,183245127,1
"ENSG00000058091","CDK14","7",90466424,91210590,1
"ENSG00000058262","SEC61A1","3",128051641,128071705,1
"ENSG00000058272","PPP1R12A","12",79773563,79935460,-1
"ENSG00000058404","CAMK2B","7",44210019,44334577,-1
"ENSG00000058453","CROCC","1",16740273,16972964,1
"ENSG00000058600","POLR3E","16",22297375,22335101,1
"ENSG00000058668","ATP2B4","1",203626832,203744081,1
"ENSG00000058673","ZC3H11A","1",203795623,203854999,1
"ENSG00000058729","RIOK2","5",97160867,97183247,-1
"ENSG00000058799","YIPF1","1",53851719,53889798,-1
"ENSG00000058804","NDC1","1",53765478,53838463,-1
"ENSG00000058866","DGKG","3",186105668,186362234,-1
"ENSG00000059122","FLYWCH1","16",2911931,2951208,1
"ENSG00000059145","UNKL","16",1363205,1414751,-1
"ENSG00000059377","TBXAS1","7",139777051,140020325,1
"ENSG00000059378","PARP12","7",140023749,140062951,-1
"ENSG00000059573","ALDH18A1","10",95605941,95656711,-1
"ENSG00000059588","TARBP1","1",234391313,234479179,-1
"ENSG00000059691","GATB","4",151670504,151761007,-1
"ENSG00000059728","MXD1","2",69897688,69942945,1
"ENSG00000059758","CDK17","12",96278261,96400480,-1
"ENSG00000059769","DNAJC25","9",111631334,111654351,1
"ENSG00000059804","SLC2A3","12",7919230,7936187,-1
"ENSG00000059915","PSD","10",102402617,102421539,-1
"ENSG00000060069","CTDP1","18",79679803,79754503,1
"ENSG00000060138","YBX3","12",10699089,10723323,-1
"ENSG00000060237","WNK1","12",752579,911452,1
"ENSG00000060339","CCAR1","10",68721012,68792377,1
"ENSG00000060491","OGFR","20",62804835,62814000,1
"ENSG00000060642","PIGV","1",26787054,26800659,1
"ENSG00000060656","PTPRU","1",29236516,29326813,1
"ENSG00000060688","SNRNP40","1",31259568,31296788,-1
"ENSG00000060709","RIMBP2","12",130396133,130768228,-1
"ENSG00000060718","COL11A1","1",102876467,103108872,-1
"ENSG00000060749","QSER1","11",32892811,32993316,1
"ENSG00000060762","MPC1","6",166364919,166383013,-1
"ENSG00000060971","ACAA1","3",38103129,38137242,-1
"ENSG00000060982","BCAT1","12",24810024,24949101,-1
"ENSG00000061273","HDAC7","12",47782722,47833132,-1
"ENSG00000061337","LZTS1","8",20246165,20303963,-1
"ENSG00000061455","PRDM6","5",123089241,123194266,1
"ENSG00000061492","WNT8A","5",138083990,138092365,1
"ENSG00000061656","SPAG4","20",35615829,35621094,1
"ENSG00000061676","NCKAP1","2",182909115,183038858,-1
"ENSG00000061794","MRPS35","12",27710822,27756295,1
"ENSG00000061918","GUCY1B1","4",155758992,155807811,1
"ENSG00000061936","SFSWAP","12",131711081,131799738,1
"ENSG00000061938","TNK2","3",195863364,195911945,-1
"ENSG00000061987","MON2","12",62466817,62600476,1
"ENSG00000062038","CDH3","16",68636189,68727468,1
"ENSG00000062194","GPBP1","5",57173948,57264679,1
"ENSG00000062282","DGAT2","11",75759512,75801535,1
"ENSG00000062370","ZNF112","19",44326555,44367217,-1
"ENSG00000062485","CS","12",56271699,56300391,-1
"ENSG00000062524","LTK","15",41503637,41513887,-1
"ENSG00000062582","MRPS24","7",43866558,43869893,-1
"ENSG00000062598","ELMO2","20",46366050,46432985,-1
"ENSG00000062650","WAPL","10",86435256,86521792,-1
"ENSG00000062716","VMP1","17",59707192,59842255,1
"ENSG00000062725","APPBP2","17",60443158,60526242,-1
"ENSG00000062822","POLD1","19",50384204,50418018,1
"ENSG00000063015","SEZ6","17",28954901,29006440,-1
"ENSG00000063046","EIF4B","12",53006282,53042215,1
"ENSG00000063127","SLC6A16","19",49289638,49325215,-1
"ENSG00000063169","BICRA","19",47608196,47703277,1
"ENSG00000063176","SPHK2","19",48619291,48630717,1
"ENSG00000063177","RPL18","19",48615328,48619184,-1
"ENSG00000063180","CA11","19",48637946,48646187,-1
"ENSG00000063241","ISOC2","19",55452985,55462343,-1
"ENSG00000063244","U2AF2","19",55654146,55674716,1
"ENSG00000063245","EPN1","19",55675226,55709858,1
"ENSG00000063322","MED29","19",39391303,39400641,1
"ENSG00000063438","AHRR","5",321714,438291,1
"ENSG00000063587","ZNF275","X",153334147,153360110,1
"ENSG00000063601","MTMR1","X",150692971,150765108,1
"ENSG00000063660","GPC1","2",240435663,240468076,1
"ENSG00000063761","ADCK1","14",77800109,77935014,1
"ENSG00000063854","HAGH","16",1795620,1827157,-1
"ENSG00000063978","RNF4","4",2462220,2515857,1
"ENSG00000064012","CASP8","2",201233443,201361836,1
"ENSG00000064042","LIMCH1","4",41359607,41700044,1
"ENSG00000064102","INTS13","12",26905181,26938326,-1
"ENSG00000064115","TM7SF3","12",26971579,27014434,-1
"ENSG00000064195","DLX3","17",49990005,49995224,-1
"ENSG00000064199","SPA17","11",124673844,124697518,1
"ENSG00000064225","ST3GAL6","3",98732236,98821201,1
"ENSG00000064270","ATP2C2","16",84368527,84464187,1
"ENSG00000064300","NGFR","17",49495293,49515008,1
"ENSG00000064309","CDON","11",125955796,126063335,-1
"ENSG00000064313","TAF2","8",119730774,119832863,-1
"ENSG00000064393","HIPK2","7",139561570,139777998,-1
"ENSG00000064419","TNPO3","7",128954180,129055173,-1
"ENSG00000064489","BORCS8-MEF2B","19",19145569,19192158,-1
"ENSG00000064490","RFXANK","19",19192229,19201869,1
"ENSG00000064545","TMEM161A","19",19119169,19138513,-1
"ENSG00000064547","LPAR2","19",19623655,19628930,-1
"ENSG00000064601","CTSA","20",45890144,45898949,1
"ENSG00000064607","SUGP2","19",18990888,19034023,-1
"ENSG00000064651","SLC12A2","5",128083766,128189677,1
"ENSG00000064652","SNX24","5",122843439,123029354,1
"ENSG00000064655","EYA2","20",46894624,47188844,1
"ENSG00000064666","CNN2","19",1026586,1039068,1
"ENSG00000064687","ABCA7","19",1039997,1065572,1
"ENSG00000064692","SNCAIP","5",122311354,122464219,1
"ENSG00000064703","DDX20","1",111754832,111775602,1
"ENSG00000064726","BTBD1","15",83016423,83067252,-1
"ENSG00000064763","FAR2","12",29149016,29341121,1
"ENSG00000064932","SBNO2","19",1107637,1174268,-1
"ENSG00000064933","PMS1","2",189784085,189877629,1
"ENSG00000064961","HMG20B","19",3572777,3579088,1
"ENSG00000064989","CALCRL","2",187341964,187448460,-1
"ENSG00000064995","TAF11","6",34877462,34889192,-1
"ENSG00000064999","ANKS1A","6",34889255,35091406,1
"ENSG00000065000","AP3D1","19",2100988,2164468,-1
"ENSG00000065029","ZNF76","6",35258909,35295985,1
"ENSG00000065054","SLC9A3R2","16",2025356,2039026,1
"ENSG00000065057","NTHL1","16",2039815,2047866,-1
"ENSG00000065060","BLTP3A","6",34792083,34877514,1
"ENSG00000065135","GNAI3","1",109548615,109600195,1
"ENSG00000065150","IPO5","13",97953658,98024296,1
"ENSG00000065154","OAT","10",124397303,124418976,-1
"ENSG00000065183","WDR3","1",117929720,117966543,1
"ENSG00000065243","PKN2","1",88684222,88836255,1
"ENSG00000065268","WDR18","19",984332,998438,1
"ENSG00000065308","TRAM2","6",52497408,52577060,-1
"ENSG00000065320","NTN1","17",9021510,9244000,1
"ENSG00000065328","MCM10","10",13161558,13211110,1
"ENSG00000065357","DGKA","12",55927319,55954027,1
"ENSG00000065361","ERBB3","12",56076799,56103505,1
"ENSG00000065413","ANKRD44","2",196967017,197311173,-1
"ENSG00000065427","KARS1","16",75627474,75648643,-1
"ENSG00000065457","ADAT1","16",75596868,75623300,-1
"ENSG00000065485","PDIA5","3",123067025,123225227,1
"ENSG00000065491","TBC1D22B","6",37257772,37332970,1
"ENSG00000065518","NDUFB4","3",120596328,120602507,1
"ENSG00000065526","SPEN","1",15836095,15940456,1
"ENSG00000065534","MYLK","3",123610049,123884332,-1
"ENSG00000065548","ZC3H15","2",186486253,186509361,1
"ENSG00000065559","MAP2K4","17",12020829,12143830,1
"ENSG00000065600","PACC1","1",212363928,212414901,-1
"ENSG00000065609","SNAP91","6",83552880,83709691,-1
"ENSG00000065613","SLK","10",103967140,104029233,1
"ENSG00000065615","CYB5R4","6",83859656,83967423,1
"ENSG00000065618","COL17A1","10",104031286,104085880,-1
"ENSG00000065621","GSTO2","10",104268873,104304950,1
"ENSG00000065665","SEC61A2","10",12129637,12169961,1
"ENSG00000065675","PRKCQ","10",6427143,6580301,-1
"ENSG00000065717","TLE2","19",2997639,3047635,-1
"ENSG00000065802","ASB1","2",238426742,238452250,1
"ENSG00000065809","FAM107B","10",14518557,14774897,-1
"ENSG00000065833","ME1","6",83210402,83431051,-1
"ENSG00000065882","TBC1D1","4",37891084,38139175,1
"ENSG00000065883","CDK13","7",39950121,40099580,1
"ENSG00000065911","MTHFD2","2",74186172,74217565,1
"ENSG00000065923","SLC9A7","X",46599251,46759118,-1
"ENSG00000065970","FOXJ2","12",8032716,8055517,1
"ENSG00000065978","YBX1","1",42682418,42703805,1
"ENSG00000065989","PDE4A","19",10416773,10469630,1
"ENSG00000066027","PPP2R5A","1",212285410,212361853,1
"ENSG00000066032","CTNNA2","2",79185231,80648861,1
"ENSG00000066044","ELAVL1","19",7958573,8005659,-1
"ENSG00000066056","TIE1","1",43300982,43323108,1
"ENSG00000066084","DIP2B","12",50504985,50748657,1
"ENSG00000066117","SMARCD1","12",50085200,50100707,1
"ENSG00000066135","KDM4A","1",43650149,43705518,1
"ENSG00000066136","NFYC","1",40691648,40771603,1
"ENSG00000066185","ZMYND12","1",42430329,42456253,-1
